DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
12/31/14,100,30795,6088,11633,1912,15993,1562,12337,7547,3067,1882
12/31/14,200,29995,6010,11139,1875,15780,1550,12267,7334,3024,1845
12/31/14,300,29688,5991,10871,1866,15769,1545,12345,7196,3021,1902
12/31/14,400,29767,6051,10735,1883,15738,1546,12589,7153,3031,1894
12/31/14,500,30426,6177,10714,1910,15993,1539,13046,7305,3111,1927
12/31/14,600,32147,6351,10886,2004,16635,1574,13771,7539,3249,2061
12/31/14,700,34613,6733,11404,2133,17476,1680,14379,8042,3445,2122
12/31/14,800,35973,6964,12098,2250,18170,1777,14735,8346,3621,2244
12/31/14,900,36253,7047,12409,2272,18359,1788,14573,8367,3667,2219
12/31/14,1000,35998,6999,12526,2268,18173,1844,14233,8408,3650,2175
12/31/14,1100,35617,6942,12620,2267,17771,1860,13627,8492,3623,2075
12/31/14,1200,35092,6808,12672,2233,17365,1861,13058,8461,3551,1992
12/31/14,1300,34428,6646,12608,2185,17051,1825,12509,8372,3489,1917
12/31/14,1400,33945,6544,12441,2139,16668,1791,12066,8140,3421,1821
12/31/14,1500,33549,6410,12281,2093,16350,1763,11875,8038,3341,1689
12/31/14,1600,33734,6368,12123,2054,16182,1771,11878,7941,3276,1700
12/31/14,1700,35547,6517,12081,2080,16518,1806,12449,8138,3316,1790
12/31/14,1800,39029,7140,12851,2228,17693,1964,13850,8757,3587,1991
12/31/14,1900,38906,7213,13663,2292,18161,1963,14057,8923,3686,2085
12/31/14,2000,37772,7103,13419,2235,17865,1915,13987,8732,3615,2083
12/31/14,2100,36602,6965,13067,2168,17568,1847,13759,8506,3520,2044
12/31/14,2200,35326,6787,12672,2114,17295,1825,13454,8224,3434,2086
12/31/14,2300,34003,6553,12244,2053,16941,1709,13140,7985,3347,2019
12/31/14,2400,32802,6365,11774,2001,16375,1656,12792,7696,3262,2029
12/30/14,100,28113,5631,10988,1881,14783,1500,10054,7550,2971,1687
12/30/14,200,27215,5547,10521,1842,14568,1473,9824,7387,2893,1694
12/30/14,300,26899,5523,10264,1811,14432,1455,9774,7210,2851,1700
12/30/14,400,26889,5528,10114,1805,14451,1462,9918,7187,2858,1718
12/30/14,500,27605,5677,10150,1841,14788,1471,10262,7274,2910,1789
12/30/14,600,29394,5931,10432,1921,15368,1535,11005,7596,3035,1861
12/30/14,700,32092,6279,11105,2071,16397,1630,11883,8121,3266,1979
12/30/14,800,33954,6601,12020,2196,17307,1687,12479,8617,3458,2058
12/30/14,900,34728,6662,12496,2224,17518,1736,12611,8706,3471,2064
12/30/14,1000,35188,6698,12593,2221,17594,1764,12722,8738,3474,2015
12/30/14,1100,35165,6551,12687,2205,17392,1759,12740,8817,3427,1907
12/30/14,1200,34664,6464,12708,2174,17076,1744,12436,8793,3365,1794
12/30/14,1300,33836,6282,12651,2130,16744,1772,12163,8765,3297,1753
12/30/14,1400,33214,6154,12541,2107,16720,1750,11901,8777,3235,1679
12/30/14,1500,32899,6077,12490,2075,16514,1732,11719,8675,3236,1609
12/30/14,1600,33121,6094,12405,2056,16251,1741,11721,8610,3197,1582
12/30/14,1700,34850,6240,12460,2104,16571,1769,12207,8792,3282,1623
12/30/14,1800,38265,6867,13201,2237,17582,1887,13365,9252,3477,1779
12/30/14,1900,38653,7067,14012,2310,18219,1922,13813,9393,3612,1968
12/30/14,2000,38277,7128,13869,2271,18154,1923,13860,9265,3585,1983
12/30/14,2100,37751,7093,13705,2244,18018,1888,13814,9129,3544,2020
12/30/14,2200,36533,6932,13503,2181,17752,1838,13576,8820,3474,1980
12/30/14,2300,34524,6681,13083,2078,17120,1748,13074,8430,3335,1961
12/30/14,2400,32431,6331,12388,1978,16399,1670,12593,7894,3186,1936
12/29/14,100,25014,4903,10290,1767,13183,1454,8242,6937,2777,1490
12/29/14,200,24213,4795,9809,1725,12894,1404,8048,6802,2701,1448
12/29/14,300,23960,4799,9606,1708,12898,1374,7935,6697,2682,1475
12/29/14,400,24094,4801,9442,1726,13048,1374,8099,6713,2694,1478
12/29/14,500,24889,4974,9491,1773,13289,1386,8488,6806,2756,1523
12/29/14,600,26739,5219,9703,1874,14033,1457,9142,7158,2896,1621
12/29/14,700,29394,5623,10364,2029,15022,1562,10049,7620,3108,1656
12/29/14,800,31437,5911,11238,2165,15940,1632,10806,8218,3310,1772
12/29/14,900,32311,6042,11754,2183,16162,1672,11186,8266,3330,1812
12/29/14,1000,32731,6094,11909,2185,16387,1699,11549,8420,3331,1807
12/29/14,1100,32880,6100,12058,2159,16389,1740,11782,8574,3327,1817
12/29/14,1200,32687,6043,12126,2143,16428,1736,11856,8613,3309,1782
12/29/14,1300,32048,5966,12088,2116,16191,1739,11855,8535,3274,1746
12/29/14,1400,31730,5908,12095,2104,16301,1745,11704,8507,3260,1731
12/29/14,1500,31584,5910,12114,2077,16124,1738,11727,8433,3235,1709
12/29/14,1600,31821,5878,12107,2055,16042,1713,11759,8344,3231,1697
12/29/14,1700,33299,6101,12162,2084,16207,1729,12046,8430,3290,1741
12/29/14,1800,36452,6613,12891,2204,17091,1825,12985,9000,3468,1862
12/29/14,1900,36679,6770,13514,2285,17419,1870,12920,9187,3597,1912
12/29/14,2000,36206,6727,13355,2267,17317,1832,12622,9083,3579,1917
12/29/14,2100,35398,6672,13105,2232,17165,1812,12325,8992,3549,1913
12/29/14,2200,34068,6510,12884,2179,16704,1754,11846,8709,3452,1885
12/29/14,2300,31945,6198,12414,2069,15968,1682,11179,8387,3287,1805
12/29/14,2400,29771,5855,11710,1961,15183,1575,10535,7894,3087,1739
12/28/14,100,25274,4590,10030,1492,12011,1299,8909,6320,2466,1205
12/28/14,200,24239,4441,9590,1451,11731,1258,8572,6094,2366,1171
12/28/14,300,23610,4362,9225,1429,11539,1215,8433,6034,2332,1147
12/28/14,400,23290,4339,9082,1436,11488,1211,8332,5939,2329,1163
12/28/14,500,23285,4335,8985,1451,11645,1206,8388,5964,2343,1163
12/28/14,600,23708,4432,9069,1494,11840,1227,8567,6100,2405,1196
12/28/14,700,24523,4602,9246,1555,12231,1257,8831,6256,2516,1239
12/28/14,800,25406,4817,9559,1651,12689,1313,9160,6572,2638,1361
12/28/14,900,26500,5002,9707,1699,13056,1334,9391,6687,2732,1434
12/28/14,1000,27460,5189,9868,1772,13423,1402,9651,6922,2829,1544
12/28/14,1100,27860,5255,10041,1807,13577,1458,9551,7173,2946,1533
12/28/14,1200,27969,5279,10108,1834,13731,1490,9511,7255,2968,1547
12/28/14,1300,28006,5342,10165,1849,13868,1516,9420,7281,2973,1597
12/28/14,1400,27797,5279,10064,1834,13871,1536,9353,7331,2978,1611
12/28/14,1500,27720,5298,9957,1825,13826,1523,9312,7333,2971,1575
12/28/14,1600,28075,5307,9864,1825,13825,1527,9337,7357,2979,1578
12/28/14,1700,29805,5515,9984,1864,14006,1584,9781,7588,3049,1626
12/28/14,1800,31924,5851,10794,2009,14987,1685,10520,8125,3262,1717
12/28/14,1900,31995,5893,11746,2064,15194,1704,10534,8234,3350,1752
12/28/14,2000,31550,5823,11832,2041,15193,1686,10400,8253,3302,1737
12/28/14,2100,30961,5748,11807,2018,15189,1699,10172,8106,3264,1729
12/28/14,2200,29838,5546,11634,1957,14776,1659,9772,7962,3165,1669
12/28/14,2300,28259,5333,11395,1898,14232,1609,9263,7610,3063,1643
12/28/14,2400,26497,5097,10835,1825,13580,1522,8608,7315,2906,1524
12/27/14,100,26985,5055,9464,1544,12714,1352,10105,6457,2539,1295
12/27/14,200,26155,4919,8989,1482,12495,1300,10066,6155,2451,1277
12/27/14,300,25705,4892,8591,1412,12351,1283,10077,6114,2440,1259
12/27/14,400,25572,4940,8412,1431,12231,1277,10261,6004,2403,1233
12/27/14,500,25802,5016,8301,1435,12384,1288,10414,6034,2422,1259
12/27/14,600,26522,5162,8385,1479,12632,1309,10790,6193,2464,1274
12/27/14,700,27740,5352,8587,1534,13079,1347,11283,6372,2568,1318
12/27/14,800,28761,5544,9034,1610,13651,1404,11801,6649,2670,1395
12/27/14,900,29568,5673,9334,1657,13927,1422,11932,6855,2712,1430
12/27/14,1000,29599,5699,9602,1724,14011,1484,11463,7058,2786,1479
12/27/14,1100,29135,5544,9948,1763,13964,1483,10847,7106,2857,1417
12/27/14,1200,28475,5347,10225,1768,13779,1487,10270,7077,2890,1453
12/27/14,1300,27692,5174,10397,1752,13315,1454,9799,7029,2865,1439
12/27/14,1400,26949,4931,10477,1720,12982,1437,9362,6966,2843,1410
12/27/14,1500,26585,4811,10354,1711,12759,1423,9076,6908,2802,1323
12/27/14,1600,26662,4787,10348,1700,12736,1405,8983,6857,2791,1300
12/27/14,1700,27976,4928,10522,1736,13014,1446,9275,7048,2840,1336
12/27/14,1800,30954,5434,11248,1836,13858,1557,10343,7604,2991,1445
12/27/14,1900,31360,5586,11691,1847,14080,1595,10669,7619,3011,1476
12/27/14,2000,31143,5541,11684,1809,13972,1585,10666,7482,2986,1472
12/27/14,2100,30749,5506,11523,1779,13866,1564,10581,7373,2910,1445
12/27/14,2200,29972,5282,11403,1726,13631,1518,10366,7261,2864,1409
12/27/14,2300,28528,5118,11107,1654,13187,1451,9887,6876,2739,1382
12/27/14,2400,26774,4807,10640,1563,12599,1371,9372,6601,2583,1281
12/26/14,100,25086,4872,9388,1601,12958,1284,9405,6163,2648,1501
12/26/14,200,24327,4761,8952,1563,12812,1242,9356,5977,2582,1483
12/26/14,300,24089,4749,8688,1547,12834,1225,9497,5883,2563,1483
12/26/14,400,24313,4910,8555,1548,12965,1231,9765,5880,2564,1507
12/26/14,500,25111,5043,8566,1587,13250,1252,10224,5991,2624,1548
12/26/14,600,26670,5280,8766,1651,13800,1310,10934,6179,2732,1624
12/26/14,700,28690,5583,9258,1764,14554,1388,11731,6617,2916,1775
12/26/14,800,30021,5836,9919,1859,15252,1457,12282,7036,3068,1823
12/26/14,900,30598,5885,10180,1890,15495,1481,12352,7192,3110,1815
12/26/14,1000,30505,5887,10275,1897,15362,1506,11792,7254,3116,1783
12/26/14,1100,30037,5765,10399,1884,14937,1508,11146,7305,3074,1667
12/26/14,1200,29588,5615,10440,1865,14450,1503,10570,7218,3001,1552
12/26/14,1300,29043,5398,10394,1808,13924,1502,10140,7103,2932,1495
12/26/14,1400,28489,5247,10294,1778,13467,1502,9777,6956,2877,1342
12/26/14,1500,28179,5102,10187,1744,13162,1471,9571,6751,2821,1248
12/26/14,1600,28376,5123,10087,1729,13033,1469,9477,6678,2813,1176
12/26/14,1700,29928,5306,10114,1751,13217,1508,9857,6874,2859,1303
12/26/14,1800,33138,5817,10882,1862,14269,1636,11026,7607,3034,1426
12/26/14,1900,33487,5941,11661,1915,14645,1671,11307,7816,3114,1513
12/26/14,2000,33084,5971,11542,1884,14633,1631,11436,7755,3086,1534
12/26/14,2100,32698,5908,11346,1859,14553,1609,11469,7699,3028,1527
12/26/14,2200,31846,5776,11049,1797,14328,1569,11328,7519,2946,1521
12/26/14,2300,30303,5521,10730,1722,13811,1494,10933,7197,2836,1464
12/26/14,2400,28532,5255,10164,1628,13242,1426,10524,6781,2670,1386
12/25/14,100,23825,4386,9681,1564,11630,1265,7991,6052,2506,1273
12/25/14,200,22516,4214,9210,1499,11329,1213,7574,5853,2429,1239
12/25/14,300,21636,4192,8851,1472,11170,1192,7327,5731,2382,1211
12/25/14,400,21289,4157,8632,1470,11168,1184,7247,5658,2362,1222
12/25/14,500,21387,4290,8526,1480,11321,1195,7311,5697,2389,1246
12/25/14,600,21991,4331,8601,1507,11609,1232,7576,5788,2426,1269
12/25/14,700,23098,4560,8798,1571,12018,1272,7977,6038,2494,1333
12/25/14,800,24390,4814,9088,1655,12638,1316,8525,6314,2595,1422
12/25/14,900,25743,5056,9251,1726,13081,1355,9017,6500,2698,1501
12/25/14,1000,26622,5240,9449,1789,13375,1407,9272,6739,2785,1561
12/25/14,1100,26671,5349,9696,1813,13573,1438,9347,6823,2838,1613
12/25/14,1200,26833,5352,9757,1813,13591,1435,9339,6867,2849,1599
12/25/14,1300,26992,5246,9640,1786,13339,1447,9168,6853,2823,1514
12/25/14,1400,26866,5083,9501,1743,12918,1444,8958,6768,2791,1449
12/25/14,1500,26530,4974,9310,1700,12542,1442,8747,6679,2755,1365
12/25/14,1600,26364,4959,9150,1678,12356,1419,8652,6638,2737,1277
12/25/14,1700,27170,5017,9218,1675,12451,1451,8852,6682,2708,1274
12/25/14,1800,29180,5336,9865,1757,13172,1503,9684,7041,2822,1329
12/25/14,1900,29224,5410,10499,1797,13578,1496,9892,7098,2906,1444
12/25/14,2000,29130,5429,10477,1787,13743,1485,9981,7056,2919,1488
12/25/14,2100,29123,5413,10491,1795,13876,1498,10081,7057,2931,1548
12/25/14,2200,28776,5360,10451,1777,13881,1471,10076,6961,2927,1567
12/25/14,2300,27750,5230,10272,1735,13639,1422,9929,6759,2853,1570
12/25/14,2400,26322,5046,9901,1662,13255,1344,9627,6432,2757,1514
12/24/14,100,26010,4980,10159,1510,12262,1317,9412,6379,2455,1097
12/24/14,200,24718,4762,9477,1434,11744,1271,9048,6065,2325,1035
12/24/14,300,24036,4709,9055,1381,11454,1229,8839,5891,2244,963
12/24/14,400,23823,4659,8789,1353,11307,1216,8790,5817,2195,973
12/24/14,500,24230,4725,8735,1366,11329,1230,8948,5811,2210,997
12/24/14,600,25589,4815,8874,1416,11689,1265,9402,5943,2295,1001
12/24/14,700,27659,5016,9265,1503,12305,1347,9987,6296,2412,1069
12/24/14,800,29465,5232,9863,1593,12912,1410,10510,6699,2569,1131
12/24/14,900,30713,5403,10291,1671,13245,1435,10858,6817,2671,1193
12/24/14,1000,31755,5598,10530,1734,13597,1489,11133,6989,2776,1242
12/24/14,1100,32344,5647,10824,1780,13819,1523,11174,7167,2845,1275
12/24/14,1200,32355,5553,10955,1782,13778,1516,11079,7165,2857,1312
12/24/14,1300,31870,5525,10948,1756,13479,1502,10845,7076,2822,1261
12/24/14,1400,31478,5371,10845,1732,13302,1501,10601,6983,2799,1238
12/24/14,1500,31046,5397,10790,1719,13075,1484,10412,6890,2774,1266
12/24/14,1600,30924,5275,10718,1716,12913,1441,10350,6764,2751,1287
12/24/14,1700,31947,5337,10835,1717,12907,1451,10528,6790,2786,1306
12/24/14,1800,32757,5512,11428,1796,13350,1562,10955,7160,2916,1378
12/24/14,1900,31545,5350,11655,1803,13190,1503,10624,7070,2893,1381
12/24/14,2000,30308,5188,11259,1770,12965,1467,10220,6918,2826,1405
12/24/14,2100,29379,5159,10963,1758,12913,1440,9948,6840,2806,1390
12/24/14,2200,28569,5024,10770,1754,12828,1417,9627,6804,2802,1393
12/24/14,2300,27330,4838,10549,1705,12556,1391,9187,6651,2746,1379
12/24/14,2400,25665,4613,10183,1633,12107,1305,8557,6407,2648,1325
12/23/14,100,28089,5616,10667,1779,14217,1430,10593,7316,2689,1267
12/23/14,200,26833,5461,10019,1703,13716,1389,10303,7082,2548,1223
12/23/14,300,26269,5364,9584,1646,13584,1381,10163,6946,2507,1180
12/23/14,400,26091,5343,9315,1633,13425,1365,10217,6832,2454,1178
12/23/14,500,26704,5430,9215,1661,13639,1369,10491,6921,2489,1219
12/23/14,600,28570,5715,9356,1743,14184,1457,11126,7238,2583,1251
12/23/14,700,31713,6158,9926,1898,15105,1565,11965,7816,2821,1367
12/23/14,800,33704,6411,10816,2019,15852,1656,12546,8246,3013,1429
12/23/14,900,34030,6343,11427,2046,15993,1683,12658,8378,3030,1423
12/23/14,1000,34101,6375,11511,2075,15997,1693,12614,8397,3067,1446
12/23/14,1100,34005,6356,11566,2091,15956,1711,12444,8459,3132,1444
12/23/14,1200,33728,6204,11683,2077,15710,1708,12216,8424,3114,1441
12/23/14,1300,33310,6145,11589,2057,15393,1684,11856,8346,3093,1355
12/23/14,1400,32993,6072,11480,2031,15172,1646,11644,8306,3079,1385
12/23/14,1500,32740,5925,11448,2000,14886,1617,11490,8151,3046,1352
12/23/14,1600,32827,5876,11344,1972,14706,1610,11442,8015,3002,1371
12/23/14,1700,34300,6037,11303,1996,14870,1639,11778,8043,3037,1425
12/23/14,1800,36085,6401,12019,2098,15644,1717,12483,8485,3190,1492
12/23/14,1900,35774,6482,12710,2089,15668,1722,12366,8571,3208,1559
12/23/14,2000,35035,6426,12570,2041,15520,1700,12113,8401,3177,1542
12/23/14,2100,34169,6278,12353,1990,15237,1662,11841,8244,3135,1504
12/23/14,2200,32773,6015,12128,1916,14740,1613,11413,7912,3024,1449
12/23/14,2300,30623,5705,11727,1783,14028,1518,10770,7416,2858,1388
12/23/14,2400,28107,5287,10984,1640,13048,1423,9998,6866,2645,1238
12/22/14,100,29967,5959,10467,1943,15297,1508,11104,7549,2978,1638
12/22/14,200,29136,5814,10035,1892,14941,1467,10803,7344,2929,1600
12/22/14,300,28923,5867,9735,1884,14950,1441,10700,7201,2895,1587
12/22/14,400,29089,5920,9598,1884,14944,1448,10733,7252,2863,1583
12/22/14,500,29912,6090,9617,1924,15288,1489,11030,7445,2907,1515
12/22/14,600,32091,6408,9879,2035,15899,1562,11674,7792,3064,1584
12/22/14,700,35435,6858,10577,2180,16760,1702,12566,8448,3274,1743
12/22/14,800,37399,7088,11505,2320,17545,1799,13171,8995,3426,1814
12/22/14,900,37482,7043,12200,2343,17625,1819,13389,9113,3421,1816
12/22/14,1000,37074,6996,12404,2344,17737,1819,13383,9123,3419,1757
12/22/14,1100,36652,6937,12544,2335,17467,1830,13361,9062,3382,1697
12/22/14,1200,36307,6807,12672,2296,17092,1824,13288,8983,3309,1496
12/22/14,1300,35819,6662,12631,2241,16681,1775,13135,8828,3233,1534
12/22/14,1400,35482,6532,12586,2209,16294,1739,13031,8649,3204,1470
12/22/14,1500,35259,6486,12578,2173,16169,1727,12978,8541,3190,1427
12/22/14,1600,35427,6501,12598,2141,15960,1681,13006,8396,3173,1444
12/22/14,1700,37075,6696,12731,2147,16189,1702,13396,8445,3208,1453
12/22/14,1800,39186,7021,13341,2266,16987,1824,13891,9146,3379,1569
12/22/14,1900,38993,7073,13590,2301,17229,1841,13798,9254,3424,1585
12/22/14,2000,38324,7073,13361,2260,17092,1821,13507,9163,3376,1613
12/22/14,2100,37478,6984,13088,2212,16948,1818,13204,9084,3324,1604
12/22/14,2200,35730,6706,12789,2137,16420,1769,12693,8815,3214,1541
12/22/14,2300,33202,6285,12323,2015,15660,1672,11964,8331,3071,1473
12/22/14,2400,30368,5896,11510,1880,14790,1534,11183,7779,2881,1380
12/21/14,100,29744,5756,10568,1850,14645,1481,11290,7237,2974,1826
12/21/14,200,28615,5599,9990,1787,14328,1449,10991,6967,2877,1825
12/21/14,300,28011,5501,9606,1764,14151,1412,10904,6837,2838,1829
12/21/14,400,27746,5434,9388,1759,14196,1408,10909,6740,2815,1859
12/21/14,500,27835,5473,9319,1773,14172,1410,11022,6839,2846,1869
12/21/14,600,28502,5580,9329,1826,14439,1436,11289,6917,2921,1937
12/21/14,700,29534,5774,9521,1907,14960,1486,11595,7137,3017,2001
12/21/14,800,30678,5970,9783,1999,15623,1535,12003,7422,3124,2122
12/21/14,900,31791,6221,10085,2051,16151,1554,12419,7574,3201,2187
12/21/14,1000,32502,6299,10320,2062,16183,1580,12484,7746,3243,2120
12/21/14,1100,32593,6247,10600,2014,15787,1615,12158,7781,3209,1952
12/21/14,1200,32277,6066,10763,1971,15464,1631,11684,7863,3138,1749
12/21/14,1300,31865,5965,10869,1929,15138,1597,11222,7908,3061,1664
12/21/14,1400,31279,5795,10810,1879,14643,1646,10683,7808,2985,1586
12/21/14,1500,30950,5662,10729,1847,14487,1644,10428,7778,2941,1475
12/21/14,1600,31292,5643,10690,1854,14441,1610,10472,7782,2947,1478
12/21/14,1700,33335,5911,10792,1899,14977,1655,11110,8003,3011,1497
12/21/14,1800,36553,6522,11622,2077,16120,1739,12461,8731,3284,1666
12/21/14,1900,37137,6693,12251,2175,16715,1707,12912,9013,3451,1827
12/21/14,2000,37240,6785,12236,2188,16882,1809,13070,8906,3461,1835
12/21/14,2100,36956,6718,12193,2175,17011,1813,13089,8813,3468,1874
12/21/14,2200,35832,6650,12020,2142,16780,1785,12779,8648,3399,1812
12/21/14,2300,33885,6379,11733,2072,16259,1669,12220,8331,3264,1774
12/21/14,2400,31689,6126,11189,1999,15684,1601,11534,7909,3129,1711
12/20/14,100,30243,6076,10977,1913,15368,1517,11775,7442,2981,1818
12/20/14,200,29162,5897,10418,1840,15021,1473,11620,7211,2871,1789
12/20/14,300,28618,5831,10012,1794,14829,1449,11618,7059,2812,1753
12/20/14,400,28412,5839,9823,1778,14821,1436,11712,7069,2773,1735
12/20/14,500,28713,5916,9677,1789,14909,1434,11907,6963,2800,1764
12/20/14,600,29693,6094,9794,1831,15342,1474,12310,7160,2863,1779
12/20/14,700,31201,6361,10039,1921,15793,1517,12826,7439,2992,1841
12/20/14,800,32772,6643,10527,2025,16537,1592,13340,7818,3147,1918
12/20/14,900,34130,6757,10887,2102,16942,1636,13747,8057,3270,1947
12/20/14,1000,35049,6822,11158,2152,17226,1679,13774,8286,3379,1978
12/20/14,1100,35176,6798,11480,2187,17274,1702,13558,8340,3413,1949
12/20/14,1200,34782,6581,11585,2180,17071,1697,13096,8371,3410,1903
12/20/14,1300,34054,6380,11567,2145,16812,1653,12669,8293,3381,1805
12/20/14,1400,33255,6233,11490,2120,16461,1621,12280,8171,3339,1745
12/20/14,1500,32893,6150,11263,2081,16339,1606,12027,8101,3315,1696
12/20/14,1600,33008,6140,11202,2068,16318,1596,12011,8094,3280,1656
12/20/14,1700,34685,6394,11265,2089,16491,1647,12444,8292,3303,1684
12/20/14,1800,36893,6795,12046,2194,17261,1790,13351,8820,3490,1786
12/20/14,1900,36877,6808,12439,2203,17328,1802,13386,8807,3499,1895
12/20/14,2000,36316,6806,12394,2170,17202,1791,13213,8636,3451,1901
12/20/14,2100,35873,6702,12269,2141,17084,1789,13124,8541,3415,1917
12/20/14,2200,34918,6558,12112,2103,16754,1749,12811,8431,3352,1919
12/20/14,2300,33398,6288,11745,2027,16016,1686,12284,8094,3244,1904
12/20/14,2400,31468,6032,11256,1941,15149,1589,11779,7573,3115,1875
12/19/14,100,29148,5984,11185,2048,15625,1580,10698,7858,3083,1725
12/19/14,200,28120,5827,10589,1994,15241,1520,10465,7573,2981,1709
12/19/14,300,27651,5859,10237,1938,15073,1512,10470,7420,2965,1694
12/19/14,400,27677,5875,10016,1935,15184,1504,10670,7400,2974,1696
12/19/14,500,28377,5988,9998,1978,15582,1515,11219,7500,3047,1749
12/19/14,600,30599,6312,10221,2101,16270,1613,12184,7899,3201,1855
12/19/14,700,34207,6836,10933,2309,17608,1760,13619,8579,3510,2008
12/19/14,800,36294,7039,12023,2444,18623,1856,14245,9144,3690,2074
12/19/14,900,36448,6953,12665,2441,18408,1887,13865,9199,3679,2040
12/19/14,1000,36361,7018,12752,2451,18224,1901,13221,9287,3684,1949
12/19/14,1100,36243,6981,12837,2444,18092,1903,12741,9276,3691,1880
12/19/14,1200,35833,6872,12848,2419,17760,1877,12194,9125,3620,1761
12/19/14,1300,35030,6808,12802,2386,17531,1856,11760,9092,3585,1730
12/19/14,1400,34410,6728,12605,2369,17269,1833,11412,9116,3556,1706
12/19/14,1500,33878,6636,12561,2339,17054,1815,11197,9037,3530,1651
12/19/14,1600,34078,6563,12534,2299,16996,1778,11306,8940,3532,1671
12/19/14,1700,35843,6795,12690,2343,17312,1829,11957,9020,3555,1713
12/19/14,1800,38748,7099,13439,2439,18104,1922,13256,9462,3700,1860
12/19/14,1900,38693,7217,13775,2404,18241,1889,13394,9545,3723,1980
12/19/14,2000,38092,7172,13566,2382,18146,1867,13368,9309,3641,1995
12/19/14,2100,37358,7103,13325,2335,17979,1838,13319,9211,3592,2024
12/19/14,2200,36267,6927,12947,2276,17686,1793,13062,8950,3506,1990
12/19/14,2300,34396,6653,12560,2165,16925,1713,12646,8531,3345,1975
12/19/14,2400,32085,6330,11837,2037,16106,1614,12176,7949,3132,1920
12/18/14,100,28340,5846,11283,2084,15379,1593,10143,7726,3063,1824
12/18/14,200,27511,5727,10654,2008,15159,1556,10069,7537,2977,1813
12/18/14,300,27192,5713,10355,1965,15023,1534,10165,7464,2943,1774
12/18/14,400,27267,5722,10198,1950,15125,1505,10431,7379,2939,1810
12/18/14,500,28186,5887,10170,1994,15434,1541,10993,7551,3019,1831
12/18/14,600,30619,6283,10438,2117,16203,1606,12029,7939,3202,1939
12/18/14,700,34523,6867,11228,2332,17698,1781,13456,8690,3521,2064
12/18/14,800,36308,7192,12379,2477,18538,1876,13988,9172,3705,2115
12/18/14,900,36044,7103,12865,2465,18436,1886,13553,9251,3678,2007
12/18/14,1000,35693,7069,12931,2462,18283,1895,12901,9251,3668,1986
12/18/14,1100,35434,7048,13040,2474,18231,1897,12372,9392,3663,1939
12/18/14,1200,35193,7032,13051,2448,18150,1902,11902,9251,3652,1845
12/18/14,1300,34723,6908,12966,2445,17803,1903,11466,9210,3628,1860
12/18/14,1400,34380,6860,12841,2437,17743,1891,11227,9207,3626,1835
12/18/14,1500,34280,6757,12829,2417,17592,1888,11128,9304,3592,1819
12/18/14,1600,34679,6797,12759,2396,17445,1893,11222,9256,3577,1825
12/18/14,1700,36650,7022,12840,2408,17866,1944,12002,9426,3590,1863
12/18/14,1800,39352,7310,13667,2525,18617,2022,13260,9899,3767,1977
12/18/14,1900,39289,7413,14095,2548,18831,1994,13461,9957,3838,2024
12/18/14,2000,38763,7383,13923,2536,18692,1987,13425,9751,3799,2034
12/18/14,2100,38009,7339,13716,2507,18655,1962,13300,9664,3775,2031
12/18/14,2200,36443,7109,13429,2436,18145,1886,12756,9384,3665,1980
12/18/14,2300,33766,6727,12907,2297,17276,1786,12011,8856,3471,1904
12/18/14,2400,31101,6303,12068,2152,16392,1668,11236,8204,3230,1777
12/17/14,100,26486,5359,10849,1930,14283,1469,9331,7244,2823,1510
12/17/14,200,25499,5193,10278,1871,14020,1470,9169,6905,2777,1438
12/17/14,300,25141,5119,9950,1847,13838,1401,9132,6893,2733,1469
12/17/14,400,25128,5088,9804,1834,13745,1402,9281,6909,2733,1476
12/17/14,500,25890,5230,9827,1890,14128,1406,9707,6990,2796,1538
12/17/14,600,28170,5554,10130,2030,15058,1493,10669,7401,3022,1657
12/17/14,700,31963,6147,10919,2262,16488,1651,12062,8061,3342,1775
12/17/14,800,33727,6510,12134,2415,17220,1744,12579,8716,3537,1827
12/17/14,900,33328,6489,12784,2409,17193,1781,12101,8808,3528,1759
12/17/14,1000,32573,6390,12897,2411,17264,1807,11466,8914,3543,1761
12/17/14,1100,32145,6441,12974,2434,17297,1867,10999,8917,3554,1743
12/17/14,1200,31905,6310,13072,2419,17075,1867,10607,8921,3570,1723
12/17/14,1300,31710,6352,13040,2337,16985,1831,10430,8903,3553,1666
12/17/14,1400,31927,6342,12995,2345,16924,1886,10216,8905,3544,1631
12/17/14,1500,32014,6252,13053,2428,16761,1865,10155,8911,3523,1595
12/17/14,1600,32422,6362,13005,2420,16636,1843,10206,8899,3527,1632
12/17/14,1700,34257,6619,13117,2470,17146,1919,10700,9155,3625,1714
12/17/14,1800,37015,7038,13848,2592,18086,1979,11969,9683,3825,1885
12/17/14,1900,37093,7136,14310,2616,18412,1987,12285,9669,3865,1960
12/17/14,2000,36777,7157,14099,2585,18336,1968,12311,9598,3846,2009
12/17/14,2100,36210,7086,13856,2553,18289,1907,12271,9508,3784,2018
12/17/14,2200,34867,6834,13600,2480,17918,1878,11927,9247,3685,2015
12/17/14,2300,32578,6523,13054,2335,17058,1786,11274,8753,3494,1985
12/17/14,2400,30016,6158,12179,2184,16120,1681,10544,8202,3251,1899
12/16/14,100,28087,5444,10292,1766,14232,1444,10019,7092,2608,1323
