DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
09/25/14,1400,30675,5541,11848,2113,15354,1756,10197,8331,3272,1276
09/25/14,1500,30495,5483,12066,2154,15548,1775,10172,8395,3319,1311
09/25/14,1600,30236,5578,12135,2155,15513,1739,10204,8327,3378,1377
09/25/14,1700,30232,5559,12062,2185,15522,1744,10201,8245,3449,1424
09/25/14,1800,30244,5548,11962,2176,15418,1702,10307,8152,3448,1443
09/25/14,1900,30331,5491,11732,2133,15361,1701,10462,8035,3400,1406
09/25/14,2000,31335,5677,11622,2126,15436,1729,10794,8102,3347,1421
09/25/14,2100,30751,5729,12042,2153,15610,1709,10636,8304,3375,1503
09/25/14,2200,29013,5424,11745,2031,14804,1616,10038,7921,3222,1400
09/25/14,2300,26650,5001,11123,1866,13725,1490,9265,7331,2960,1219
09/25/14,2400,24596,4652,10294,1710,12713,1369,8529,6870,2697,1086
09/24/14,100,22558,4180,9202,1524,11667,1240,7439,6327,2349,863
09/24/14,200,21474,4050,8681,1469,11208,1213,7197,6106,2257,835
09/24/14,300,21022,4006,8341,1406,11027,1186,7030,5963,2198,813
09/24/14,400,20836,4001,8143,1400,11022,1170,6995,5984,2172,811
09/24/14,500,21299,4069,8071,1425,11179,1180,7130,6082,2191,824
09/24/14,600,23064,4323,8247,1525,11917,1248,7744,6464,2355,923
09/24/14,700,26351,4871,8890,1746,13252,1398,8801,7198,2644,1105
09/24/14,800,28027,5073,9888,1858,13943,1476,9371,7510,2781,1126
09/24/14,900,28616,5140,10419,1877,13904,1509,9524,7609,2814,1079
09/24/14,1000,29055,5159,10866,1935,14089,1545,9584,7771,2898,1082
09/24/14,1100,29714,5183,11197,1975,14241,1603,9709,7973,3005,1137
09/24/14,1200,30041,5264,11523,2007,14331,1645,9814,8096,3077,1079
09/24/14,1300,30187,5311,11728,2045,14397,1660,9895,8134,3113,1144
09/24/14,1400,30412,5315,11887,2077,14688,1687,9913,8240,3182,1150
09/24/14,1500,30339,5309,12005,2103,14753,1690,9926,8216,3237,1239
09/24/14,1600,30232,5361,12023,2088,14758,1704,9948,8169,3256,1213
09/24/14,1700,30324,5361,11987,2105,14812,1701,10038,8119,3267,1331
09/24/14,1800,30293,5280,11924,2107,14754,1680,10209,7970,3270,1370
09/24/14,1900,30467,5290,11660,2052,14626,1645,10313,7928,3207,1387
09/24/14,2000,31513,5459,11560,2039,14807,1637,10583,8066,3158,1400
09/24/14,2100,30884,5489,11908,2053,14995,1600,10376,8237,3194,1430
09/24/14,2200,29210,5190,11588,1953,14435,1599,9794,7806,3022,1324
09/24/14,2300,26835,4783,10966,1792,13376,1440,9043,7310,2789,1214
09/24/14,2400,24771,4432,10124,1651,12501,1386,8302,6783,2554,1071
09/23/14,100,22431,4186,8982,1538,11650,1258,7712,6342,2313,868
09/23/14,200,21444,4045,8463,1478,11252,1225,7373,6159,2222,821
09/23/14,300,20950,3989,8155,1445,11056,1208,7123,6027,2150,810
09/23/14,400,20779,3940,7978,1428,10948,1186,7086,6018,2156,783
09/23/14,500,21235,4116,7910,1448,11275,1228,7196,6145,2182,821
09/23/14,600,22958,4447,8110,1566,11876,1268,7757,6546,2331,899
09/23/14,700,26253,4912,8712,1780,13476,1423,8809,7318,2645,1089
09/23/14,800,27711,5165,9768,1889,14077,1513,9144,7640,2810,1096
09/23/14,900,28157,5134,10319,1906,14062,1550,9302,7696,2812,1079
09/23/14,1000,28558,5159,10675,1901,14296,1582,9440,7800,2873,1068
09/23/14,1100,28918,5192,10955,1941,14356,1609,9623,7903,2956,1055
09/23/14,1200,29186,5204,11302,1954,14390,1630,9690,7903,2966,1055
09/23/14,1300,29410,5230,11509,1977,14428,1637,9802,7919,3023,1056
09/23/14,1400,29760,5241,11643,1993,14522,1632,9856,8023,3049,1079
09/23/14,1500,29957,5233,11845,1999,14637,1642,9879,7973,3069,1079
09/23/14,1600,30204,5233,11896,1980,14544,1623,9925,7889,3106,1105
09/23/14,1700,30468,5287,11853,1976,14517,1633,9937,7854,3104,1135
09/23/14,1800,30587,5277,11820,1968,14413,1624,9969,7752,3084,1182
09/23/14,1900,30406,5267,11633,1940,14442,1620,9924,7665,3059,1203
09/23/14,2000,31533,5470,11473,1957,14659,1635,10398,7826,3045,1211
09/23/14,2100,30920,5539,11805,2003,14924,1581,10236,8001,3117,1301
09/23/14,2200,29025,5211,11502,1911,14290,1515,9554,7676,2984,1202
09/23/14,2300,26461,4784,10867,1767,13286,1419,8772,7209,2728,1093
09/23/14,2400,24126,4445,10020,1622,12341,1326,7918,6660,2512,957
09/22/14,100,24770,4212,8306,1436,11206,1258,8880,6065,2264,855
09/22/14,200,23472,4035,7942,1396,10896,1267,8321,5902,2177,793
09/22/14,300,22552,3968,7720,1372,10616,1184,7972,5830,2125,761
09/22/14,400,22180,3893,7549,1367,10608,1165,7836,5772,2110,771
09/22/14,500,22465,4006,7617,1395,10904,1223,7901,5869,2149,782
09/22/14,600,24104,4335,7861,1519,11618,1316,8410,6289,2283,854
09/22/14,700,27175,4760,8565,1731,12851,1464,9388,6990,2601,1021
09/22/14,800,28644,4995,9689,1855,13605,1482,9829,7538,2749,1068
09/22/14,900,29621,5060,10248,1877,13757,1562,10057,7642,2777,1015
09/22/14,1000,30407,5141,10565,1911,13949,1580,10442,7789,2827,1042
09/22/14,1100,31008,5228,10767,1944,14213,1611,10845,7869,2927,1073
09/22/14,1200,31322,5237,11014,1951,14283,1622,11120,7920,2955,1065
09/22/14,1300,31430,5265,11111,1971,14374,1615,11367,7928,2981,1084
09/22/14,1400,31562,5276,11175,1981,14502,1629,11585,7888,3001,1091
09/22/14,1500,31463,5280,11318,1978,14491,1604,11782,7686,3024,1089
09/22/14,1600,31442,5221,11315,1949,14356,1582,11936,7627,3031,1114
09/22/14,1700,31448,5297,11291,1950,14388,1579,12000,7623,3029,1138
09/22/14,1800,31329,5246,11225,1937,14373,1557,11772,7559,3019,1199
09/22/14,1900,30789,5223,11060,1913,14283,1572,11350,7528,2996,1200
09/22/14,2000,31704,5411,10972,1926,14417,1573,11439,7744,2986,1216
09/22/14,2100,31116,5411,11429,1980,14793,1613,11097,7936,3029,1258
09/22/14,2200,29105,5193,11153,1888,14089,1505,10278,7567,2884,1207
09/22/14,2300,26530,4692,10560,1760,13233,1406,9286,7126,2676,1049
09/22/14,2400,24212,4361,9816,1628,12274,1387,8371,6580,2464,942
09/21/14,100,23617,4052,9651,1563,11719,1355,8324,6254,2611,965
09/21/14,200,22462,3881,9102,1474,11047,1287,7837,5986,2480,871
09/21/14,300,21660,3779,8618,1425,10859,1254,7561,5818,2393,846
09/21/14,400,21191,3767,8301,1391,10661,1219,7400,5690,2322,814
09/21/14,500,21035,3762,7992,1384,10535,1219,7355,5666,2297,780
09/21/14,600,21278,3835,7858,1405,10693,1223,7435,5750,2345,810
09/21/14,700,21969,3924,7865,1448,10896,1250,7613,5924,2392,831
09/21/14,800,22649,4067,7910,1496,11173,1259,7907,6077,2455,882
09/21/14,900,24388,4304,7946,1574,11703,1344,8493,6304,2600,976
09/21/14,1000,26021,4647,8409,1679,12306,1428,9196,6684,2793,1095
09/21/14,1100,27321,4835,8715,1751,12923,1489,9804,6943,2954,1125
09/21/14,1200,28311,4956,8971,1790,13476,1538,10312,7062,3081,1178
09/21/14,1300,29159,5163,9052,1805,13733,1591,10884,7261,3154,1216
09/21/14,1400,29880,5368,9175,1820,13978,1652,11549,7277,3148,1273
09/21/14,1500,30516,5441,9215,1807,14086,1667,12191,7291,3148,1310
09/21/14,1600,31303,5578,9235,1792,14280,1690,12618,7196,3167,1361
09/21/14,1700,32064,5661,9215,1797,14329,1716,13001,7258,3171,1385
09/21/14,1800,32625,5710,9288,1791,14307,1682,13083,7101,3138,1375
09/21/14,1900,32607,5641,9344,1752,13998,1627,12790,7036,3048,1347
09/21/14,2000,33766,5629,9467,1761,14067,1612,12838,7283,2960,1326
09/21/14,2100,33481,5649,10010,1815,14230,1617,12520,7430,3012,1328
09/21/14,2200,31652,5328,9863,1736,13589,1563,11805,7102,2870,1248
09/21/14,2300,29227,4896,9463,1627,12738,1454,10727,6702,2647,1085
09/21/14,2400,26724,4458,8914,1527,11881,1318,9712,6337,2404,965
09/20/14,100,22694,4139,9427,1461,11427,1273,7976,6054,2383,902
09/20/14,200,21671,4025,8761,1384,10868,1215,7628,5821,2256,844
09/20/14,300,20993,3876,8423,1339,10563,1194,7366,5755,2180,798
09/20/14,400,20661,3830,8130,1326,10439,1177,7209,5697,2117,784
09/20/14,500,20663,3893,8006,1321,10530,1181,7206,5686,2122,757
09/20/14,600,21170,3961,7986,1375,10604,1192,7330,5778,2141,798
09/20/14,700,22120,4144,8287,1459,11131,1243,7660,6144,2250,828
09/20/14,800,23172,4224,8659,1525,11474,1283,7990,6266,2341,886
09/20/14,900,24898,4513,8907,1616,12045,1363,8684,6557,2455,945
09/20/14,1000,26405,4795,9442,1694,12639,1456,9339,6794,2623,1041
09/20/14,1100,27395,4993,9917,1757,13093,1520,9859,7109,2765,1093
09/20/14,1200,28012,5077,10358,1793,13359,1559,10255,7146,2858,1150
09/20/14,1300,28440,5140,10721,1815,13610,1575,10673,7237,2969,1209
09/20/14,1400,28664,5225,10931,1833,13834,1625,10983,7290,3037,1256
09/20/14,1500,28919,5284,10920,1845,14244,1645,11272,7347,3089,1329
09/20/14,1600,29295,5340,10918,1874,14439,1648,11566,7346,3162,1351
09/20/14,1700,29652,5405,10855,1916,14683,1669,11634,7427,3209,1437
09/20/14,1800,29737,5448,10863,1937,14716,1691,11534,7423,3230,1427
09/20/14,1900,29385,5348,10905,1917,14430,1672,11192,7259,3170,1391
09/20/14,2000,30276,5329,10847,1914,14363,1683,11199,7395,3146,1366
09/20/14,2100,29991,5341,11259,1961,14497,1678,11009,7542,3197,1361
09/20/14,2200,28866,5051,11112,1897,13949,1627,10432,7378,3098,1288
09/20/14,2300,27193,4730,10750,1797,13182,1547,9752,7033,2950,1183
09/20/14,2400,25331,4371,10231,1680,12348,1435,8975,6601,2774,1060
09/19/14,100,23210,4271,9365,1548,11705,1310,8065,6283,2369,889
09/19/14,200,22117,4059,8837,1482,11170,1226,7679,5995,2263,823
09/19/14,300,21494,3974,8505,1434,10925,1215,7399,5922,2192,798
09/19/14,400,21260,3955,8331,1424,10877,1185,7320,5914,2143,795
09/19/14,500,21630,4044,8241,1445,11083,1203,7487,5963,2200,798
09/19/14,600,23303,4354,8396,1545,11716,1235,8064,6381,2336,867
09/19/14,700,26282,4804,8982,1761,12994,1359,9048,7079,2611,1033
09/19/14,800,27855,4990,9900,1864,13672,1463,9597,7398,2748,1054
09/19/14,900,28573,5035,10471,1874,13805,1519,9791,7477,2785,1037
09/19/14,1000,29147,5125,10873,1910,14009,1575,10074,7616,2858,1031
09/19/14,1100,29714,5204,11175,1966,14127,1617,10390,7899,2940,1048
09/19/14,1200,29977,5214,11499,1975,14316,1659,10643,7986,2980,1068
09/19/14,1300,30067,5246,11709,2000,14587,1668,10886,8006,3008,1079
09/19/14,1400,30403,5418,11787,2021,14825,1708,11099,8111,3067,1138
09/19/14,1500,30495,5390,11927,2014,14779,1709,11291,7937,3091,1170
09/19/14,1600,30477,5374,11932,1995,14842,1706,11407,7832,3150,1236
09/19/14,1700,30486,5360,11845,2001,14834,1695,11417,7799,3150,1290
09/19/14,1800,30068,5253,11721,1970,14728,1644,11202,7663,3123,1316
09/19/14,1900,29546,5139,11422,1916,14390,1618,10869,7502,3065,1296
09/19/14,2000,30291,5302,11150,1875,14033,1611,10926,7496,2988,1251
09/19/14,2100,29777,5335,11508,1909,14399,1610,10665,7640,3010,1261
09/19/14,2200,28483,5126,11288,1842,13889,1539,10168,7435,2914,1205
09/19/14,2300,26575,4830,10873,1721,13060,1434,9453,6997,2748,1101
09/19/14,2400,24430,4450,10112,1581,12168,1377,8529,6480,2541,985
09/18/14,100,22934,4264,9128,1536,11566,1261,7978,6366,2355,869
09/18/14,200,21965,4147,8616,1474,11090,1212,7570,6092,2256,842
09/18/14,300,21336,3990,8296,1433,10910,1185,7317,5936,2183,801
09/18/14,400,21178,3981,8092,1416,10863,1184,7246,5940,2177,796
09/18/14,500,21605,4082,8013,1447,11062,1200,7408,6071,2233,799
09/18/14,600,23378,4382,8208,1562,11778,1262,7930,6439,2376,888
09/18/14,700,26607,4894,8843,1780,13188,1396,9071,7165,2659,1044
09/18/14,800,28129,5015,9850,1877,13805,1468,9543,7523,2804,1089
09/18/14,900,28973,5109,10422,1901,13936,1522,9759,7663,2850,1035
09/18/14,1000,29594,5163,10755,1935,14149,1568,10106,7776,2919,1054
09/18/14,1100,30405,5162,11117,1986,14443,1509,10506,8046,3036,1038
09/18/14,1200,30865,5302,11437,1995,14545,1659,10891,8037,3062,1063
09/18/14,1300,31206,5291,11575,2006,14720,1678,11168,8063,3097,1091
09/18/14,1400,31665,5374,11657,1997,14905,1692,11353,8132,3132,1137
09/18/14,1500,31821,5407,11781,2018,14971,1686,11537,8086,3153,1151
09/18/14,1600,31822,5444,11773,2006,14874,1681,11663,8020,3172,1168
09/18/14,1700,31995,5555,11698,2001,14927,1677,11792,7871,3139,1235
09/18/14,1800,31913,5488,11588,1994,14795,1640,11701,7767,3118,1249
09/18/14,1900,31389,5353,11344,1950,14464,1598,11402,7641,3057,1228
09/18/14,2000,32174,5550,11153,1953,14642,1619,11528,7669,2997,1244
09/18/14,2100,31997,5591,11648,2035,15153,1632,11461,7998,3124,1326
09/18/14,2200,30118,5319,11443,1941,14463,1562,10626,7689,2995,1233
09/18/14,2300,27494,4918,10960,1797,13501,1439,9667,7173,2762,1126
09/18/14,2400,25040,4500,10153,1651,12409,1345,8679,6674,2531,972
09/17/14,100,22983,4149,9054,1538,11692,1254,8200,6319,2353,851
09/17/14,200,22048,3953,8540,1470,11213,1209,7817,6078,2241,833
09/17/14,300,21515,3908,8208,1437,11053,1178,7632,6026,2205,800
09/17/14,400,21236,3885,8032,1417,10860,1170,7497,5933,2176,788
09/17/14,500,21612,3968,7996,1444,11072,1192,7647,5958,2223,827
09/17/14,600,23330,4294,8184,1555,11702,1258,8235,6363,2364,876
09/17/14,700,26524,4774,8848,1778,13106,1391,9287,7078,2671,1050
09/17/14,800,27956,4942,9829,1896,13765,1444,9744,7388,2809,1073
09/17/14,900,28707,5033,10359,1915,13885,1476,9931,7514,2845,1046
09/17/14,1000,29431,5084,10702,1940,13975,1537,10239,7670,2893,1077
09/17/14,1100,30089,5189,10967,1977,14180,1596,10506,7835,2934,1034
09/17/14,1200,30457,5268,11220,1971,14272,1626,10815,7844,2939,1061
09/17/14,1300,30675,5289,11362,1980,14326,1638,11046,7852,2999,1050
09/17/14,1400,31058,5377,11458,1979,14524,1659,11238,7868,3006,1085
09/17/14,1500,31217,5395,11559,1971,14685,1661,11442,7804,2987,1118
09/17/14,1600,31459,5393,11583,1945,14627,1657,11651,7796,2993,1118
09/17/14,1700,31717,5420,11510,1937,14719,1647,11681,7686,2997,1174
09/17/14,1800,31783,5433,11421,1924,14699,1643,11661,7604,2977,1222
09/17/14,1900,31273,5392,11259,1906,14509,1595,11353,7567,2926,1213
09/17/14,2000,31965,5565,11058,1912,14614,1616,11435,7588,2943,1231
09/17/14,2100,31741,5581,11496,1996,14958,1626,11332,7875,3033,1282
09/17/14,2200,29807,5246,11315,1914,14450,1545,10564,7644,2936,1238
09/17/14,2300,27205,4850,10729,1761,13402,1437,9603,7122,2693,1094
09/17/14,2400,24817,4427,9941,1615,12377,1331,8638,6680,2500,960
09/16/14,100,23068,4231,9035,1542,11928,1200,8078,6490,2343,1024
09/16/14,200,22049,4130,8538,1482,11457,1164,7671,6206,2256,896
09/16/14,300,21541,4063,8253,1431,11161,1175,7541,6092,2176,856
09/16/14,400,21402,3984,8101,1415,11179,1156,7445,5992,2156,841
09/16/14,500,21860,4010,8065,1437,11251,1191,7615,6030,2201,836
09/16/14,600,23662,4351,8261,1532,11885,1268,8189,6376,2370,906
09/16/14,700,27042,4809,8921,1750,13314,1449,9316,7104,2672,1069
09/16/14,800,28872,5040,9934,1870,13910,1466,9804,7558,2837,1106
09/16/14,900,29733,5060,10445,1897,14040,1513,10173,7726,2856,1067
09/16/14,1000,30527,5210,10719,1926,14170,1543,10639,7827,2898,1079
09/16/14,1100,31097,5224,10942,1963,14521,1595,11106,8006,2944,1088
09/16/14,1200,31448,5340,11160,1965,14634,1606,11489,8080,2940,1078
09/16/14,1300,31593,5359,11233,1983,14672,1614,11753,8012,2972,1088
09/16/14,1400,31807,5391,11231,1967,14672,1632,12095,7930,2969,1090
09/16/14,1500,31885,5413,11354,1965,14736,1613,12214,7882,2951,1113
09/16/14,1600,32016,5358,11341,1932,14660,1620,12434,7923,2935,1116
09/16/14,1700,32014,5403,11267,1907,14548,1640,12581,7855,2908,1141
09/16/14,1800,31858,5429,11186,1886,14532,1624,12476,7701,2888,1199
09/16/14,1900,31377,5358,11028,1875,14340,1610,12091,7651,2873,1182
09/16/14,2000,32096,5535,10844,1899,14433,1591,12041,7741,2901,1226
09/16/14,2100,31898,5577,11326,1961,14881,1628,11901,7985,3006,1284
09/16/14,2200,29806,5266,11185,1892,14274,1543,11023,7638,2886,1209
09/16/14,2300,27148,4826,10625,1741,13287,1386,9918,7179,2703,1082
09/16/14,2400,24704,4461,9809,1621,12218,1276,8905,6675,2496,973
09/15/14,100,21703,3957,8413,1419,10912,1158,7583,5948,2178,963
09/15/14,200,20860,3855,8021,1380,10630,1123,7248,5826,2078,907
09/15/14,300,20449,3804,7827,1353,10568,1106,7141,5738,2023,872
09/15/14,400,20364,3852,7691,1351,10538,1096,7132,5775,2058,852
09/15/14,500,20885,3961,7695,1384,10663,1134,7357,5913,2102,895
09/15/14,600,22749,4242,7948,1489,11428,1198,7928,6274,2241,969
09/15/14,700,25846,4720,8652,1702,12840,1334,8958,7004,2558,1134
09/15/14,800,27464,4921,9752,1814,13589,1420,9435,7321,2719,1160
09/15/14,900,28267,4976,10439,1854,13809,1467,9657,7679,2769,1140
09/15/14,1000,28945,5042,10704,1899,14030,1510,9972,7906,2834,1162
09/15/14,1100,29637,5137,10999,1958,14391,1552,10273,8020,2955,1153
09/15/14,1200,29985,5243,11253,1979,14522,1599,11492,8052,3047,1181
09/15/14,1300,30256,5229,11273,2002,14618,1589,10710,8095,3084,1224
09/15/14,1400,30607,5253,11246,2008,14891,1610,10988,8110,3126,1251
09/15/14,1500,30761,5303,11282,2014,14857,1609,11108,8046,3129,1270
09/15/14,1600,31018,5313,11208,1974,14789,1590,11220,7893,3101,1296
09/15/14,1700,31336,5361,11095,1959,14794,1587,11258,7870,3076,1298
09/15/14,1800,31422,5361,11031,1965,14658,1548,11262,7829,3063,1349
09/15/14,1900,30953,5313,10966,1933,14674,1546,11128,7767,2983,1352
09/15/14,2000,31907,5444,10982,1940,15003,1583,11426,7965,3010,1382
09/15/14,2100,31614,5502,11315,1989,15181,1576,11296,8160,3048,1440
09/15/14,2200,29615,5238,11100,1902,14597,1503,10543,7780,2910,1376
09/15/14,2300,27113,4848,10556,1762,13617,1406,9570,7256,2706,1231
09/15/14,2400,24794,4518,9781,1636,12652,1288,8700,6849,2513,1107
09/14/14,100,22421,3910,8534,1330,10647,1231,8115,5703,2180,964
09/14/14,200,21304,3733,8157,1277,10287,1193,7668,5502,2081,923
09/14/14,300,20516,3620,7850,1238,10065,1139,7350,5441,2014,890
09/14/14,400,20108,3629,7690,1217,9948,1103,7186,5351,1967,866
09/14/14,500,19939,3645,7533,1220,9923,1095,7127,5352,1965,878
09/14/14,600,20240,3682,7583,1235,9842,1116,7209,5465,1986,887
09/14/14,700,20652,3790,7690,1284,10315,1152,7352,5564,2039,927
09/14/14,800,21295,3951,7824,1305,10606,1139,7633,5658,2067,966
09/14/14,900,22759,4195,7888,1401,11089,1229,8306,6009,2181,1026
09/14/14,1000,23820,4393,8267,1469,11536,1250,8859,6234,2331,1089
09/14/14,1100,24504,4465,8501,1510,11749,1275,9238,6350,2435,1096
09/14/14,1200,24979,4444,8762,1537,11810,1289,9430,6447,2466,1101
09/14/14,1300,25211,4507,8833,1556,12018,1314,9677,6435,2523,1082
09/14/14,1400,25433,4500,8926,1554,12046,1365,9786,6420,2535,1107
09/14/14,1500,25645,4577,8935,1553,12101,1387,9957,6364,2540,1093
09/14/14,1600,25902,4618,8977,1560,12296,1313,9951,6463,2578,1150
09/14/14,1700,26468,4713,8979,1600,12461,1348,9959,6549,2633,1219
09/14/14,1800,26960,4793,9080,1642,12734,1384,10042,6603,2691,1289
09/14/14,1900,27143,4744,9116,1650,12696,1359,10026,6554,2692,1296
09/14/14,2000,28330,4884,9248,1666,12869,1407,10325,6688,2690,1288
09/14/14,2100,28734,4998,9848,1760,13401,1471,10488,7085,2821,1325
09/14/14,2200,27292,4745,9857,1703,12812,1370,9864,6928,2710,1296
09/14/14,2300,25260,4508,9562,1596,12223,1288,9069,6603,2518,1179
09/14/14,2400,23183,4208,8991,1505,11509,1250,8275,6206,2320,1050
09/13/14,100,24028,4149,9152,1455,11314,1253,8587,6216,2326,1033
09/13/14,200,22752,3973,8620,1385,10990,1187,8123,5998,2221,1006
09/13/14,300,21992,3919,8332,1339,10818,1126,7834,5907,2149,954
09/13/14,400,21537,3826,8041,1322,10651,1158,7720,5760,2109,928
09/13/14,500,21481,3850,8006,1322,10630,1175,7721,5727,2110,938
09/13/14,600,21926,3914,8037,1358,11413,1178,7871,5913,2154,936
09/13/14,700,22922,4110,8351,1433,11557,1210,8194,6167,2244,973
09/13/14,800,23986,4285,8637,1507,11805,1271,8660,6336,2329,1026
09/13/14,900,25717,4526,8947,1565,12190,1316,9351,6566,2427,1096
09/13/14,1000,27274,4725,9311,1626,12564,1406,9991,6834,2512,1119
09/13/14,1100,28391,4779,9586,1662,12774,1408,10468,6940,2597,1182
09/13/14,1200,28865,4794,9740,1667,12922,1430,10768,6993,2613,1140
09/13/14,1300,29079,4754,9680,1653,12837,1432,10985,6958,2622,1155
09/13/14,1400,28983,4716,9540,1648,12843,1410,11111,6814,2615,1111
09/13/14,1500,28743,4730,9437,1619,12839,1416,11093,6768,2604,1135
09/13/14,1600,28442,4746,9366,1612,12797,1425,11008,6661,2601,1147
09/13/14,1700,28393,4732,9254,1618,12878,1433,11000,6632,2618,1176
09/13/14,1800,28377,4736,9228,1614,12824,1422,10974,6628,2635,1214
09/13/14,1900,28279,4744,9177,1605,12654,1418,10819,6594,2602,1149
09/13/14,2000,28846,4784,9235,1595,12677,1422,10819,6716,2573,1190
09/13/14,2100,28866,4872,9734,1665,12995,1470,10753,7011,2659,1242
09/13/14,2200,27722,4673,9843,1611,12724,1397,10154,6802,2595,1211
09/13/14,2300,25961,4450,9540,1534,12033,1307,9458,6495,2445,1135
09/13/14,2400,24081,4131,9102,1421,11286,1280,8720,6103,2292,1049
09/12/14,100,28605,4614,9119,1579,12148,1453,10310,6355,2450,1119
09/12/14,200,26614,4344,8605,1500,11532,1340,9599,6236,2343,1060
09/12/14,300,25264,4249,8318,1452,11303,1297,9202,6116,2254,988
09/12/14,400,24447,4162,8146,1435,11098,1439,8862,5911,2246,998
09/12/14,500,24426,4155,8071,1463,11218,1276,8853,6212,2270,972
09/12/14,600,25818,4476,8279,1556,11787,1454,9386,6383,2419,1037
09/12/14,700,28529,4950,8856,1768,13142,1472,10389,7175,2681,1189
09/12/14,800,29925,5090,9897,1873,13764,1453,10822,7610,2814,1232
09/12/14,900,30796,5172,10468,1894,13860,1564,11042,7624,2878,1193
09/12/14,1000,31590,5293,10800,1929,14102,1692,11273,7859,2935,1229
09/12/14,1100,32339,5324,10930,1957,14305,1676,11538,8013,2991,1236
09/12/14,1200,32949,5369,11058,1966,14474,1666,11727,8007,3009,1232
09/12/14,1300,33394,5407,11080,1967,14535,1684,11935,7992,3000,1215
09/12/14,1400,34143,5495,10979,1971,14548,1689,12145,8005,2987,1212
09/12/14,1500,34756,5471,11028,1940,14501,1636,12304,7892,2976,1223
09/12/14,1600,35310,5527,10955,1902,14228,1655,12361,7731,2919,1200
09/12/14,1700,35724,5560,10855,1882,14187,1633,12397,7641,2886,1257
09/12/14,1800,35438,5492,10802,1842,14024,1593,12229,7430,2835,1240
09/12/14,1900,33955,5357,10791,1813,13785,1570,11692,7293,2774,1252
09/12/14,2000,33322,5294,10790,1805,13880,1606,11520,7292,2782,1257
09/12/14,2100,32760,5353,11058,1840,14092,1599,11434,7466,2858,1320
09/12/14,2200,31004,5027,10908,1790,13639,1541,10872,7242,2783,1274
09/12/14,2300,28651,4680,10481,1694,13008,1439,10125,6931,2635,1193
09/12/14,2400,26217,4416,9808,1570,12101,1350,9304,6553,2487,1115
09/11/14,100,26595,5001,9837,1991,13838,1708,8901,7664,3182,1299
09/11/14,200,25264,4763,9178,1880,13039,1655,8586,7286,2945,1238
09/11/14,300,24569,4688,8775,1791,12750,1615,8278,7036,2806,1161
09/11/14,400,24306,4646,8519,1728,12386,1573,8161,6867,2734,1183
09/11/14,500,24659,4684,8389,1722,12514,1574,8326,6906,2758,1164
09/11/14,600,26581,4874,8474,1806,13042,1674,8948,7245,2920,1212
09/11/14,700,30134,5462,9063,1997,14255,1894,10022,7848,3215,1344
09/11/14,800,32260,5756,10014,2082,14952,1934,10620,8248,3358,1423
09/11/14,900,33576,5851,10602,2070,14984,1952,11026,8250,3341,1336
09/11/14,1000,34859,6075,10882,2078,15222,2022,11683,8332,3354,1405
09/11/14,1100,36490,6217,11011,2096,15448,1993,12515,8402,3356,1393
09/11/14,1200,37772,6318,11100,2098,15699,2072,13285,8291,3329,1436
09/11/14,1300,38876,6507,11089,2119,15796,1903,14119,8385,3335,1374
09/11/14,1400,39916,6650,11043,2128,16017,2046,14793,8309,3417,1493
09/11/14,1500,40815,6657,11045,2142,16140,1979,15296,8208,3466,1504
09/11/14,1600,41805,6553,10965,2141,16070,1972,15589,8044,3539,1517
09/11/14,1700,42588,6539,10870,2105,16147,1909,15671,7911,3580,1570
09/11/14,1800,42750,6491,10824,2067,15869,1860,15703,7772,3484,1564
09/11/14,1900,41968,6356,10766,2008,15558,1818,15312,7707,3358,1544
09/11/14,2000,41860,6383,10839,2006,15530,1813,15093,7737,3255,1541
09/11/14,2100,41417,6269,11237,2053,15690,1806,14815,7981,3300,1552
09/11/14,2200,38841,5968,11099,1978,15028,1638,13826,7825,3183,1484
09/11/14,2300,35331,5457,10614,1826,14114,1544,12558,7290,2931,1365
09/11/14,2400,31670,4991,9882,1677,12934,1416,11314,6770,2651,1213
09/10/14,100,25683,4640,11516,1766,12887,1543,8793,7139,2810,1203
09/10/14,200,24407,4456,10768,1675,12338,1452,8418,6815,2664,1119
09/10/14,300,23626,4310,10190,1602,11781,1400,8150,6665,2546,1065
09/10/14,400,23380,4302,9813,1567,11711,1393,8065,6520,2503,1065
09/10/14,500,23708,4345,9704,1583,11890,1403,8176,6625,2523,1031
09/10/14,600,25510,4609,9869,1689,12436,1486,8745,6964,2697,1132
09/10/14,700,28789,5135,10604,1915,13834,1625,9949,7698,3028,1233
09/10/14,800,30561,5370,11824,2047,14621,1723,10488,8069,3223,1306
09/10/14,900,31620,5546,12692,2105,15041,1796,10785,8353,3340,1239
09/10/14,1000,32659,5713,13214,2202,15593,1871,11145,8634,3534,1270
09/10/14,1100,33857,5985,13543,2303,16201,1985,11608,8960,3685,1348
09/10/14,1200,34834,6128,13829,2373,16727,2095,12020,9253,3801,1429
09/10/14,1300,35793,6348,14062,2412,17176,2171,12400,9439,3879,1513
09/10/14,1400,36628,6573,14350,2434,17641,2269,12816,9487,3922,1626
09/10/14,1500,36956,6723,14795,2439,17694,2291,13130,9516,3983,1635
09/10/14,1600,37322,6779,15094,2445,17707,2304,13513,9582,4025,1684
